description,isic_code,isic_label,isic_description
Ubucuruzi bw'uduconsho higanjemo imyaka,4773,Other specialised shop,Other retail sale of new goods in specialized stores
ubucuruzi budandaza higangemo ibinyobwa nibiribwa,4721,Specialised food shop,Retail sale of food in specialized stores
butike icuruza ibinyobwa nibiribwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUCURUZI BWI BIRIBWA,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
Badandaza ibintu bitandukanye higanjemo ibyo kunywa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
kudandaza ibintu bitandukanye higanjemo ubuto n'umunyu.,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
KURANGUZA UBUNYOBWA,4630,Wholesale of food & drinks,"Wholesale of food, beverages and tobacco"
"UBUCURUZI BWUBUCOCO BWIGANJEMO , UMUCELI ,IBISHYIMBO ,ISUKALI, UBUNYOBWA",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Restaurant icuruza ibyo kurya,5610,Restaurants & food service,Restaurants and mobile food service activities
UBUDANDAZI BWIGANJEMO IBIRIBWA MU ISOKO,4721,Specialised food shop,Retail sale of food in specialized stores
ubucuruzi bwibyo kwiyorosa n'ibitenge nama essuie main,4719,"General shop, other goods",Other retail sale in non-specialized stores
Kudandaza imyenda yigqnjemo iy'abagabo.,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
ubucuruzi bwimineke,4773,Other specialised shop,Other retail sale of new goods in specialized stores
Ubucuruzi budandaza:isabune umunyu kawunga umuceri besweet amavuta bisiga,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubucuruzi budandaza ibintu bitandukanye byiganjemo amavuta yokurya,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"ubudandazi bw'ibiribwa(ibirayi,umuceri,kawunga+ibishyimbo)",4721,Specialised food shop,Retail sale of food in specialized stores
kudandaza ibikoresho higanjemo imyenda,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
"gucuruza icyayi,jus amazi,imigati",5610,Restaurants & food service,Restaurants and mobile food service activities
ubucuruzi budandaza ibiribwa bwiganjemo ibinyamafu,4719,"General shop, other goods",Other retail sale in non-specialized stores
UBUDANDAZI BWIGANJEMO AMASABUNE N'UMUNYU,4719,"General shop, other goods",Other retail sale in non-specialized stores
b?utique icuruza ibyokurya byiganje,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
kogosha imisatsi gusa.,9602,Hairdressing & beauty,Hairdressing and other beauty treatment
KUDANDAZA IBINYOBWA BISEMBUYE NI BIDASEMBUYE,5630,Bars & beverage serving,Beverage serving activities
UBUDANDAZI W'IBINYOBWA NIBIRIBWA BITETSE MURI CANTINE,5610,Restaurants & food service,Restaurants and mobile food service activities
Ibyokunywa harimo inzoga ziganjemo zuruganda zivanze nibyo kurya ibishyimbo numuceri nakawunga,4719,"General shop, other goods",Other retail sale in non-specialized stores
Gusya isombe no kuzigurisha,1061,Grain milling,Manufacture of grain mill products
ubudandazi bwibiribwa umuceri ubucosho,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
adandaza ibintu byishi bitandukanye,4719,"General shop, other goods",Other retail sale in non-specialized stores
Ubucuruzi bw'ibiribwa n'amavuta yo kwisiga,4719,"General shop, other goods",Other retail sale in non-specialized stores
"ubucuruzi bwiganjemoibiribwa nibinyobwa ( cantine,)",5610,Restaurants & food service,Restaurants and mobile food service activities
UBUDOZI BWIMYENDA YABAGABO,1410,Tailoring & clothing making,"Manufacture of wearing apparel, except fur apparel"
UBUCURUZI BUDANDAZA INYAMA Z'AMATUNGO,4721,Specialised food shop,Retail sale of food in specialized stores
Kudandaza ibitoki,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
"UBUDANDAZI BUTANDUKANYE MU IDUKA BWIGANJEMO, IBIRIBWA, AMASABUNE, AMAVUTA YO KWISIGA",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUCURUZIBUDANDAZA AMAGI KU MUHANDA,4799,Street & mobile vending,"Other retail sale not in stores, stalls or markets"
Ubudandazi bwibijumba mwisoko,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
Bacuruza badandaza  Imyenda(Amatiriningi ya Sport),4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
gutanga icyo kunywa,5630,Bars & beverage serving,Beverage serving activities
"Acuruza ifu yimyumbati, ibishyimbo,ibirayi namavuta yokurya",4721,Specialised food shop,Retail sale of food in specialized stores
"Ubucuruzi budandaza ibitunguru, watermelon, tangawizi mu isoko",4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
ubudandazi bw'ibiribwa higanjemo umuceri namavuta yokurya,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubucuruzi budandaza akambezi ninzoga,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Ubucuruzi bw ibiribwa higanjemo  ibirayi,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
EXPORT COFEE,4630,Wholesale of food & drinks,"Wholesale of food, beverages and tobacco"
ubucuruzi bwamandazi ni cyayi,5610,Restaurants & food service,Restaurants and mobile food service activities
Ubucuruzi budandaza imiti y'abantu itandukanye,4772,Pharmacy & cosmetics shop,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
Igitara gicururizwaho ibirayi,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
"gucuruza(umunyu,injanga,isabune,inyanya,ubunyobwa)",4721,Specialised food shop,Retail sale of food in specialized stores
UBUHINZI BWIBIHINGWA BITADUKANYE,0111,Growing cereals & legumes,"Growing of cereals (except rice), leguminous crops and oil seeds"
kwigisha abanyesguri mu mashuri abanza,8510,Primary education,Pre-primary and primary education
nakoraga ubucuruzi bwumusururu uhiye ndetse nu rwarwa rwibitoki,5630,Bars & beverage serving,Beverage serving activities
GUKORA AMAFU MU BINYAMPEKE,1061,Grain milling,Manufacture of grain mill products
KURANGUZA IBIRAYI MURI DEPO,4630,Wholesale of food & drinks,"Wholesale of food, beverages and tobacco"
"ubucurizi bwiganjemo imyambaro y' abagore n' abagabo: ibitenge,amakanzu,",4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
UBUCURUZI BWIGANJEMO IBITENGE BUKORERWA MW'ISOKO,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
"Acuruza icyayi,indazi nimigati",5610,Restaurants & food service,Restaurants and mobile food service activities
umurimo wo kuaburira abantu muri Restaurent,5610,Restaurants & food service,Restaurants and mobile food service activities
ubudandazi bwa makara,4773,Other specialised shop,Other retail sale of new goods in specialized stores
GUPIMA UGWAGWA,5630,Bars & beverage serving,Beverage serving activities
Umurimk w'ingenzi ni ubucuruzi budandaza bwiganjemo amarangi,4752,Hardware & paint shop,"Retail sale of hardware, paints and glass in specialized stores"
BAKORA UBUDOZI BW'IMYENDA MISHYA,1410,Tailoring & clothing making,"Manufacture of wearing apparel, except fur apparel"
IBIRIBWA BYIBICURUZWA,4721,Specialised food shop,Retail sale of food in specialized stores
Ubucuruzi budandaza inzoga urwagwa,5630,Bars & beverage serving,Beverage serving activities
"ubucuruzi,budandaza,ibinyobwa byiganjemo ibisindisha",5630,Bars & beverage serving,Beverage serving activities
kudandaza higanjemo ibirobwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Ni ugucuruza ikigajye n' urwagwa rimwe na rimwe n' ubuconsho,5630,Bars & beverage serving,Beverage serving activities
kudanda ibintu byinshi harimo ibiribwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"icyayi ,amandazi,jus n,amazi",5610,Restaurants & food service,Restaurants and mobile food service activities
ubucuruzi bwicyuma gitunganya ifu,1061,Grain milling,Manufacture of grain mill products
ubudandazi bwiganjemo ibucuruzi bwibiribwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubucuruzi bwimyenda yibitenge yabadamu,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
UBUDANDAZI BW' IBIRAYI  MU IDUKA,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
salon idefiriza bakora nimisatsi yabagore gusuka,9602,Hairdressing & beauty,Hairdressing and other beauty treatment
UBUCURUZI BW'IBIKORESHO BYISUKU,4772,Pharmacy & cosmetics shop,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
boutique icuruza ubuconco higanjemo ibintu bijyanye nibinyobwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
KUGURISHA IMYENDA,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
ibyayi nimigati,5610,Restaurants & food service,Restaurants and mobile food service activities
"ubucuruzi bw"" ibiryo bihiye",5610,Restaurants & food service,Restaurants and mobile food service activities
bakora ubucuruzi budandaza bw'ikigage,5630,Bars & beverage serving,Beverage serving activities
"Ubucuruzi,budandaza ubucokori bwiganjemo ibiribwa,amafu,imboga n ibinyampeke",4721,Specialised food shop,Retail sale of food in specialized stores
"ubucuruzi bw'uruconsho bwiganjemo ibyokurya  (umuceri, kawunga, isukari, ibirayi)",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Ubucuruzi budandaza ibiribwa bidahiye birimo ibirayi nibitoki ndeste namafu atandukanye,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Kugabura Ibinyobwa  bidasembuye (Blarirwa),5630,Bars & beverage serving,Beverage serving activities
BAHINGA IBIJUMBA,0113,Growing vegetables & tubers,"Growing of vegetables and melons, roots and tubers"
gucuruza ibintu bitandukanye mu iduka,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"GUSYA AMASAKA,IMYUMBATI,IBIGORI,...",1061,Grain milling,Manufacture of grain mill products
BADANDAZA IBIRIBWA BIBISI MURI BOUTIQUE,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubucuruzi buranguza,4773,Other specialised shop,Other retail sale of new goods in specialized stores
"KUDANDAZA IMBOGA HIGANJEMO IBINYOMORO,MARACUJA,IMYEMBE",4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
GUCURUZA INKWETO MU MUHANDA,4799,Street & mobile vending,"Other retail sale not in stores, stalls or markets"
Adandaza ibintu bitandukanye higanjemo kawunga,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"ubucuruzi bwibanda kubiribwa ibishyimbo,kawunga,numuceri.",4721,Specialised food shop,Retail sale of food in specialized stores
acuruza inzoga z inzarwa azidandaza,5630,Bars & beverage serving,Beverage serving activities
CONTORY PHORMANCETIC (PHARMANCE),4772,Pharmacy & cosmetics shop,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
ubucuruzi budandaza ibiribwa muri cantine,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
ubucuruzi bwamata ni mbuto,5610,Restaurants & food service,Restaurants and mobile food service activities
"GUCURUZA, KURANGUZA IBYO KURYA UMUCERI ,IBISHYIMBO IBIRAYI,IMYUMBATI",4630,Wholesale of food & drinks,"Wholesale of food, beverages and tobacco"
BATUNGANYA IMISATSI N' UBWIZA MURI SALON,9602,Hairdressing & beauty,Hairdressing and other beauty treatment
UBUCURUZI BUKKRERWA MURI BOUTIQUE BWIGANJEMO IBIRIBWA,4719,"General shop, other goods",Other retail sale in non-specialized stores
"ubucuruzi bw,ikawa",4630,Wholesale of food & drinks,"Wholesale of food, beverages and tobacco"
"ubucuruzi budandaza akabari ka bralirwa,primus,mitzig,Turbo, nu rwarwa",5630,Bars & beverage serving,Beverage serving activities
"UBUCONSHO (AMASABUNE,UMUNYU,ISUKARI,AMASABUNE)",4719,"General shop, other goods",Other retail sale in non-specialized stores
Atanga ibyo kurya nibyo kunywa,5610,Restaurants & food service,Restaurants and mobile food service activities
KUNDANDAZA IMBOGA KU MUHANDA,4799,Street & mobile vending,"Other retail sale not in stores, stalls or markets"
kugura imyaka yumusaruro wubuhinzi,4721,Specialised food shop,Retail sale of food in specialized stores
"Ubucuruzi budandaza ibiribwa  higanjemo, umuceri,ubugari,amavuta,isukari n ibishyimbo",5630,Bars & beverage serving,Beverage serving activities
"Ubudandazi(Inyanya,Biscout,Amakayi,Amazi ya Nile....)",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubucuruzi budandaza imyenda ya bagore,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
Ubundi budandazi bw' ibintu bishya bukorerwa ahabugenewe,4773,Other specialised shop,Other retail sale of new goods in specialized stores
UBUHINZI BW'OROZI BW'IBITUNGA URUGO,9810,Household own-use production,Undifferentiated goods-producing activities of private households for own use
ubucuruzi budanzada higanjemo ibyo kurya,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
